drug,duration_hours_mean_mean,duration_hours_mean_std,duration_hours_mean_count,duration_hours_std_mean,duration_hours_std_std,duration_hours_std_count,duration_hours_cv_mean,duration_hours_cv_std,duration_hours_cv_count,n_points_mean_mean,n_points_mean_std,n_points_mean_count,n_points_std_mean,n_points_std_std,n_points_std_count,n_points_cv_mean,n_points_cv_std,n_points_cv_count,mean_o2_mean_mean,mean_o2_mean_std,mean_o2_mean_count,mean_o2_std_mean,mean_o2_std_std,mean_o2_std_count,mean_o2_cv_mean,mean_o2_cv_std,mean_o2_cv_count,std_o2_mean_mean,std_o2_mean_std,std_o2_mean_count,std_o2_std_mean,std_o2_std_std,std_o2_std_count,std_o2_cv_mean,std_o2_cv_std,std_o2_cv_count,min_o2_mean_mean,min_o2_mean_std,min_o2_mean_count,min_o2_std_mean,min_o2_std_std,min_o2_std_count,min_o2_cv_mean,min_o2_cv_std,min_o2_cv_count,max_o2_mean_mean,max_o2_mean_std,max_o2_mean_count,max_o2_std_mean,max_o2_std_std,max_o2_std_count,max_o2_cv_mean,max_o2_cv_std,max_o2_cv_count,range_o2_mean_mean,range_o2_mean_std,range_o2_mean_count,range_o2_std_mean,range_o2_std_std,range_o2_std_count,range_o2_cv_mean,range_o2_cv_std,range_o2_cv_count,consumption_rate_mean_mean,consumption_rate_mean_std,consumption_rate_mean_count,consumption_rate_std_mean,consumption_rate_std_std,consumption_rate_std_count,consumption_rate_cv_mean,consumption_rate_cv_std,consumption_rate_cv_count,consumption_r2_mean_mean,consumption_r2_mean_std,consumption_r2_mean_count,consumption_r2_std_mean,consumption_r2_std_std,consumption_r2_std_count,consumption_r2_cv_mean,consumption_r2_cv_std,consumption_r2_cv_count,baseline_o2_mean_mean,baseline_o2_mean_std,baseline_o2_mean_count,baseline_o2_std_mean,baseline_o2_std_std,baseline_o2_std_count,baseline_o2_cv_mean,baseline_o2_cv_std,baseline_o2_cv_count,time_to_min_mean_mean,time_to_min_mean_std,time_to_min_mean_count,time_to_min_std_mean,time_to_min_std_std,time_to_min_std_count,time_to_min_cv_mean,time_to_min_cv_std,time_to_min_cv_count,min_o2_fraction_mean_mean,min_o2_fraction_mean_std,min_o2_fraction_mean_count,min_o2_fraction_std_mean,min_o2_fraction_std_std,min_o2_fraction_std_count,min_o2_fraction_cv_mean,min_o2_fraction_cv_std,min_o2_fraction_cv_count,consumption_change_mean,consumption_change_std,consumption_change_count,consumption_ratio_mean,consumption_ratio_std,consumption_ratio_count,n_segments_mean,n_segments_std,n_segments_count,total_monitored_hours_mean,total_monitored_hours_std,total_monitored_hours_count,n_events_mean,n_events_std,n_events_count,cv_o2_mean_mean,cv_o2_mean_std,cv_o2_mean_count,cv_o2_std_mean,cv_o2_std_std,cv_o2_std_count,cv_o2_cv_mean,cv_o2_cv_std,cv_o2_cv_count,fourier_dim_0,fourier_dim_1,fourier_dim_2,fourier_dim_3,fourier_dim_4,fourier_dim_5,fourier_dim_6,fourier_dim_7,fourier_dim_8,fourier_dim_9,fourier_dim_10,fourier_dim_11,fourier_dim_12,fourier_dim_13,fourier_dim_14,fourier_dim_15,fourier_dim_16,fourier_dim_17,fourier_dim_18,fourier_dim_19,fourier_dim_20,fourier_dim_21,fourier_dim_22,fourier_dim_23,fourier_dim_24,fourier_dim_25,fourier_dim_26,fourier_dim_27,fourier_dim_28,fourier_dim_29,fourier_dim_30,dili_risk_numeric
Cladribine,62.228854166666665,1.9613504983377514,32,27.926509064766677,0.29181878788933796,32,0.44905437432516637,0.009458108816365588,32,60.919270833333336,3.8094113539169343,32,27.19720444655316,1.6675360573425735,32,0.4491512444566229,0.054605725201426494,32,10.973025,14.669285,32,13.809522073715925,11.423377457236048,32,0.7573000956326723,0.7081142421946267,32,5.0642138,1.1212858,32,2.176561765372753,0.7046146919720483,32,0.431801,0.11302541,32,4.588333,13.144533,32,13.643811652436852,11.266370645125228,32,3.2444774582982063,9.82309811154033,32,32.526352,11.448367,32,18.36951634287834,4.216872573065472,32,0.5930992290377617,0.12501966416563773,32,27.93802,5.775002,32,13.60277235507965,4.236443321241565,32,0.48690325,0.10282626,32,-0.1139690414096833,0.06090747473151171,32,0.17058565571646436,0.0830431271252367,32,0.0,0.0,32,0.22661819635280694,0.102032733244857,32,0.17834314983444685,0.09121355898628734,32,0.817177989386159,0.2565444281873179,32,8.751805703650227,12.78983515338558,32,14.311321218180458,10.879364985365465,32,0.913229888548696,0.8993461141312551,32,26.522986111111113,9.198810459996047,32,16.302411912748973,4.6384320278642415,32,0.6633482394424873,0.2385956713502535,32,0.548231677613265,0.14598251642968704,32,0.2153142924334887,0.05503131427538071,32,0.4247772144060727,0.17652018662687521,32,0.1738444399445916,0.16048478333707075,32,0.4168290605798101,0.6703464803025633,32,4.8125,0.4709290748598847,32,299.1380208333333,26.507765560768068,32,4.0,0.0,32,1.4706645206763194,2.6496297972286706,26,0.2959928349949993,0.7443202159094473,26,0.516287354609141,0.4958726121449547,26,0.32949223879892486,0.5076393859066944,0.1843372837294695,0.06981989879613677,0.5082655259802349,0.6983136391258935,-0.04038048866764104,-0.3522312036039575,0.43893196972633824,0.6485637792897752,1.240653675869871,0.11415601501931565,-0.23943157184662406,0.47852564473992165,0.7440275120982196,0.02966526575582248,-0.6321842538069479,0.05636966169369062,0.8331712407740375,0.9771941665421361,-0.07020222646417491,-0.249430089818033,0.4360500787237819,0.318970445475211,0.005730140323979814,0.09996649900863648,0.0,0.0,0.0,0.0,0.0,2.0
Cobimetinib,78.3255193236715,1.936179183593005,23,11.006907134818798,2.7726530692009197,23,0.14058477125864552,0.035126771871634,23,48.56521739130435,4.203743861201928,23,15.838515085074816,2.602153400464318,23,0.33342644442275177,0.0924216979460759,23,13.142175,24.457327,23,13.231087796066118,16.536365567575626,23,0.4385177752246027,0.5634957346453594,23,4.3435936,1.6451372,23,3.1075209262578385,2.655915065986902,23,0.66967094,0.36107495,23,8.353225,21.142876,23,13.629507927466994,17.42644700914746,23,0.532312608283499,0.7667426862995554,23,33.480106,21.823784,23,19.258145498192828,8.151344244538924,23,0.7991249224413997,0.5371624980555426,23,25.126884,7.338098,23,16.29965569662011,6.41490103028205,23,0.6656782,0.27408215,23,-0.08911536364589256,0.08380551032806546,23,0.1406549946344613,0.141183633287816,23,3.7967760049214423,18.008802552630495,23,0.20014863038456368,0.10430651428326118,23,0.22557252844570305,0.13178895739035826,23,1.0858635703362747,0.3769361928746426,23,10.615678536019741,22.325587430403328,23,13.927846321259153,16.76575320420198,23,0.5530339345568852,0.7393011761609345,23,41.80193236714975,12.918763455444203,23,21.894287209680794,7.04151620579416,23,0.5889566193454995,0.2911922260941377,23,0.4700608211727058,0.16027373517888577,23,0.26380111384159677,0.0871601152721704,23,0.6009538183878982,0.21598414274995048,23,0.029130137347921425,0.2539339819656562,23,3.087905906792683,13.969040799262844,23,4.434782608695652,0.9920633665850978,23,347.60144927536237,78.22661378242535,23,5.0,0.0,23,4.092855648758511,8.92106577547482,12,1.023589198788007,2.692811851592191,12,0.8423060278097788,0.5769680457443337,12,0.12075719924867749,0.27076936626409703,0.3691305389593777,-0.35170590788363243,-0.5539310320751384,-0.6563558691665725,-0.9871957420170236,-0.5957139372999134,-0.31576683156473623,-0.7837940606292877,-0.9179535392567306,-0.5586094348448382,-0.44973195646154046,-0.530230775122276,-0.7605281510815525,-0.7011877757925437,-0.1838074695778357,-0.06571188861638905,-0.765657109786566,-0.7040541568069444,-0.35639310176282374,-0.07377649797301371,0.09725723116316042,0.08507420978148372,-0.4097612110112289,0.18482538552920644,0.0,0.0,0.0,0.0,0.0,3.0
Decitabine,61.413020833333334,0.9984997202344332,32,28.014130849892677,1.083406688709663,32,0.45650693750991517,0.025367564825891798,32,61.12916666666666,4.607487672509796,32,27.34252430796446,1.0074862555717095,32,0.4498312131013839,0.037014916268768155,32,-2.485947,3.7207344,32,2.218164118938148,2.651793258717898,32,0.19779444485902786,0.5699966734975934,32,4.872256,0.8870766,32,1.9772128872573376,0.6580255322478044,32,0.41115877,0.13972038,32,-7.914271,3.244714,32,2.5022482303902507,2.702154029845228,32,0.11885925382375717,0.6723694750844141,32,20.896042,5.0516415,32,13.426446437835693,3.2487668116429766,32,0.6620760858058929,0.16907028268129393,32,28.810312,6.06227,32,13.901930004358292,2.8473327398178143,32,0.493001,0.10866427,32,-0.05508796456351849,0.08786344320369138,32,0.20191353440428605,0.06343407500534681,32,3.08246527546866,8.154494290784168,32,0.21422132743198957,0.10209848694650678,32,0.15622568313510735,0.06449662973591305,32,0.7812441743943737,0.20635615775420674,32,-2.659153313685303,3.166046339049712,32,4.073511409501413,2.2153516478380757,32,7.7824469311897655,34.40324567826443,32,34.38810763888889,8.069450659606085,32,20.027709938630544,6.1666070178488015,32,0.6108450314887816,0.21389296922411857,32,0.4307901855486093,0.13031627381892388,32,0.21589447921664645,0.06693695235932402,32,0.5242827457487513,0.1664113739304754,32,0.21150456315971572,0.12772058236346506,32,0.7178450708866311,4.965039405162185,32,4.84375,0.6278162356983543,32,298.0729166666667,41.053988571131136,32,4.0,0.0,32,51.973705758154395,138.38586042555508,10,45.220282547920945,139.54404172042086,10,0.5135795205831528,0.539668177728591,10,-0.417416753999088,-0.4683340019845784,-0.3320106924675969,-0.2294680519129446,0.5637435421705711,0.8293144555933909,0.27905632152498033,-0.11907808960522669,0.43951344209820015,0.745381369016353,1.575441778313698,0.3078373571711484,-0.2863241703285247,0.8704164549937359,1.4207410390298842,0.5789709434236794,-0.5215505176244597,0.08516542765061096,1.0796438572072238,1.509425698964977,0.9299119895643339,0.8127585869183996,-0.673569573719325,-0.4733921655382373,0.353583364697643,-0.2960318533367383,0.0,0.0,0.0,0.0,0.0,2.0
Docetaxel,61.6609375,0.030845137234891472,32,27.828997558037578,0.02404710465699079,32,0.4513232706233242,0.0006165809930517505,32,62.01875,1.3662846961624584,32,27.320104413334928,0.7683378588009627,32,0.44045132027618267,0.0033152400226135357,32,6.922668,4.156327,32,10.137273279950023,3.6618095619638042,32,1.3615301391109824,0.5984100748220366,32,5.4600606,1.0441216,32,2.020174266770482,1.0105013226974595,32,0.37523535,0.17680654,32,-1.5375,3.6457832,32,8.974362809211016,3.3726854352484645,32,963363.2347263172,5449584.694733242,32,26.68,5.33461,32,13.261882305145264,3.799059536650067,32,0.5052301730029285,0.1342299498985729,32,28.2175,4.2388253,32,12.571910321712494,3.865663790031578,32,0.4445645,0.11103902,32,-0.16440001818557237,0.07615942647976923,32,0.18424348417954897,0.09242072891372385,32,0.0,0.0,32,0.305782253647378,0.13487222282486555,32,0.2200395230156482,0.0996498528025118,32,0.753524824442055,0.2093039598624687,32,3.264543308102347,3.3952230295504195,32,8.999905327272762,3.394487766977516,32,6.24084323613042,17.9439437366178,32,19.865833333333338,8.480365346833272,32,16.105130400350674,4.415856707577327,32,0.8737747804112462,0.2556904892279348,32,0.644470062960655,0.13603621380457884,32,0.2401490891116844,0.06623303561991908,32,0.39751021546062604,0.16202578194596765,32,-0.02395654229210466,0.22489012372750938,32,0.6675620223948772,5.083905702377229,32,5.0,0.0,32,308.3046875,0.154225686174459,32,4.0,0.0,32,2.1865349873900413,3.5954712383581358,30,2.4844900950789452,5.203744409205025,30,0.882695019741853,0.39206644510630917,30,-0.2550808203660973,-0.15448908105486864,-0.45597320317215617,-0.18832109000677413,0.13089635866732025,0.6349915287914787,-0.21140230068061247,-0.4093839452532559,0.029477167618434077,0.5716368204812498,1.5362278463959096,0.33906338592552554,-0.0974262038047218,0.9329825730661053,1.1582467347412673,0.1819624459345937,-0.7139699442622761,-0.13499825461141343,0.7090536405258476,1.0392696147351983,0.041787035982035134,0.6201285063830406,-0.43777448333546415,-0.43820536919668523,-0.38560473709639115,-0.2682202877988981,0.0,0.0,0.0,0.0,0.0,2.0
Enzalutamide,62.7146551724138,1.2310984722092149,29,26.944912066057164,1.157358555910438,29,0.4299309029068369,0.023047738188784573,29,42.95632183908046,4.565837632849607,29,24.822337892889845,3.9386376359295427,29,0.5773928126942749,0.0740028542950332,29,1.6903017,14.021885,29,4.1045005321502686,2.4081685024605446,29,0.6495423043821136,1.6127134617642722,29,10.5935545,2.5570796,29,4.392737945605969,1.8162080650941257,29,0.4057163,0.1488572,29,-7.4471264,14.5158,29,3.0770248195220686,2.5626176083174803,29,0.0023880146186927268,0.012859852283506792,29,40.798218,11.132025,29,9.67984804613837,4.438596634299937,29,0.25738407363151683,0.1403391629728486,29,48.245346,10.489838,29,9.504373402431094,4.117108563435515,29,0.20554984,0.098812945,29,-0.8727971150240708,0.4037412570330478,29,1.4779850807147508,0.604376787431685,29,0.0,0.0,29,0.17915116295910977,0.06532467017437045,29,0.18263781108645613,0.05098711012451755,29,1.0647606056893408,0.2948060904705449,29,-3.8002588306150695,14.922323806980044,29,7.834285289659004,3.009564024554485,29,0.14414013584495067,0.7742099582633044,29,38.92613026819923,10.536711364856883,29,22.325979527028164,4.598814589460275,29,0.605195728827552,0.19565687171041063,29,0.4034881317961946,0.14340089883180937,29,0.2189313918691538,0.09472327597916867,29,0.5535252722079094,0.1850986063080083,29,1.6024783980878974,0.6649969926924919,29,0.12172324803411051,0.12210241185335075,29,4.862068965517241,0.4411136823860458,29,305.303448275862,31.711179673045248,29,5.0,0.0,29,16.343443039661416,54.41818310136235,26,20.20485879224725,94.65576951632518,26,0.25697017163754654,0.43000071402485246,26,-0.43046540422739665,-0.4614768223853419,-0.48642360362149334,0.22883195881387047,1.2194429881853333,0.9181968136874369,-0.398182668974948,1.361435408825301,1.9650254708345318,0.8784051303981614,-0.23071118162205964,0.6659633728980973,1.1375752822836593,1.0785115826916456,-0.46488155769392125,0.38828109239499925,2.255459742062333,1.247917824162895,-0.49402886830233783,0.8300644506343762,0.8363349339974043,0.6296297272179706,-0.6403876417547947,-0.4718594959584393,0.9478326230026509,-0.28544968107034824,0.0,0.0,0.0,0.0,0.0,1.0
Erdafitinib,78.3745888888889,1.5450405464334784,25,11.433401813727185,2.6044534286179304,25,0.14590186534944466,0.032692810269162174,25,47.96066666666667,6.995047652923223,25,14.205864420183598,3.1946795446987473,25,0.2979460597026111,0.0785595846471229,25,4.206201,18.396515,25,5.915203732252121,12.738325656421287,25,0.15147417783737183,0.3215670193165742,25,3.5494854,1.1697165,25,1.9812908625602723,1.1131691694570813,25,0.53248996,0.1789311,25,0.8579335,16.531816,25,6.062242659926414,12.995185857447904,25,0.1581941342353821,0.39735505487063316,25,23.897,17.174892,25,16.215104475021363,7.381069392893724,25,0.8264343214035034,0.34531824744202727,25,23.039068,7.282098,25,14.33297839164734,5.470189823370118,25,0.6019703,0.16815028,25,-0.04850843913915548,0.05885360708251116,25,0.06530913886317785,0.06622856826955979,25,0.09789583489858604,0.34563465175235375,25,0.13639282587964838,0.11292918678796338,25,0.12414856946095282,0.11243814245434787,25,0.847418920972695,0.2810189531952079,25,2.764273033295822,17.27246150758886,25,6.608606073435838,12.69954250301769,25,0.25729171459093414,0.6587571789503369,25,45.30937777777777,12.941959479796617,25,19.697275824052944,8.306763671351577,25,0.4792038134075705,0.2689841918364512,25,0.4249022536835381,0.15908857294655301,25,0.24143751738862795,0.09722524659328999,25,0.6307647006137694,0.2794342413249392,25,0.023562165393106668,0.05309848995789477,25,0.2919321353912991,1.2534553063635323,25,4.48,0.9626352718795766,25,351.1673333333334,75.40790932580542,25,5.0,0.0,25,0.45362558448687196,0.6051933008480666,6,0.20884135738015175,0.3363823054778114,6,0.5348493357499441,0.4347812069911783,6,-0.11249398578371646,-0.1081627505462204,-0.4264813984698784,-0.8071976369308181,-0.5066709329459229,-0.5423003135320561,-1.0341272155291603,-0.6480878342691156,-0.18988578903486383,-0.6585150745209912,-0.8171737694960022,-0.7228859255675879,-0.4200555831373955,-0.37557305791440715,-0.6206203050476592,-0.912279431798865,-0.17809301918396359,0.14645464552360446,-0.6267761584018927,-1.0101594973280075,-0.26176759016565126,0.21536140769651996,-0.07554368098516953,-0.048977086918016007,-0.5305435805854175,-0.09556041431676758,0.0,0.0,0.0,0.0,0.0,0.0
Erismodegib,62.854838709677416,1.129867605718303,31,26.709743834105815,0.5371177341398709,31,0.4251040849206546,0.012574310100727336,31,43.480645161290326,3.5515413888281144,31,25.070813710905934,2.802488751476554,31,0.5760123345347575,0.041876570171791555,31,2.239782,9.225368,31,5.674849971648185,5.837007937646466,31,1.1453846923766597,3.3824832068875907,31,11.239893,1.5288529,31,4.343451746048466,0.8339310794332221,31,0.3914622,0.07987666,31,-7.205645,9.214858,31,4.693887720184941,5.97695070701002,31,0.16168837008937711,0.4286199796929837,31,43.980484,6.761033,31,8.505551545850691,4.33788943491831,31,0.20325855406061297,0.12569956400865745,31,51.18613,6.2226067,31,8.453098750883534,4.066632455076948,31,0.17676695,0.11052402,31,-0.8921297666947857,0.19758854183227464,31,1.5421998401297836,0.3706815021353019,31,0.0,0.0,31,0.19270560334257086,0.04419181534336632,31,0.1914772942851311,0.025276426155163675,31,1.0356075474187245,0.23635916983867633,31,-3.035944562264647,10.103591467490126,31,10.968836800947177,6.234265706512422,31,0.1517908114674798,0.40409465277180523,31,41.46596774193548,5.866715412111149,31,23.262856615131433,2.9154905720676765,31,0.5701649778722715,0.09644875434177906,31,0.3911367675322874,0.08277282721127391,31,0.24736306129687968,0.08580890485725588,31,0.6362978886122456,0.18430333721615966,31,1.6557170921367306,0.4323039868152193,31,0.1463153537197711,0.08771666013250724,31,4.935483870967742,0.24973103811470743,31,310.4483870967742,19.707187706819777,31,5.0,0.0,31,8.638412047819845,12.455771432741843,29,4.011739792109563,9.99400851069325,29,0.37509003692659837,0.503024692104637,29,-0.131854175526365,-0.057992204166407886,-0.01999236511869665,0.4128199305482282,2.039194597137675,1.7010539723398443,-0.16432838454792226,1.3107990918363381,2.2521000590263593,1.1893508260259071,-0.22430089009609006,0.9259564583497939,1.5662665647699099,1.5493840620930757,-0.5094428102697945,0.25258915279979977,2.4813407237585934,1.6882479959291776,-0.4031303185746375,0.5073220426762466,0.8142353920514801,0.3061415842839274,-0.4628816159012795,-0.3279011934029406,0.976820391700456,-0.07272879325213531,0.0,0.0,0.0,0.0,0.0,1.0
Floxuridine,58.44730158730159,1.0744199497836222,28,23.842025974303557,0.10185273929748918,28,0.40802977644689953,0.006145757351386102,28,54.83809523809524,1.2857149389246498,28,25.16106798764139,1.1473816062981637,28,0.45912861363463797,0.023656950892497062,28,11.194666,12.172156,28,9.466893549476351,7.949849544907677,28,1.0290222700153078,0.5095417867347705,28,6.9923053,1.5106524,28,3.0255021240030016,0.7880599374529331,28,0.4382039,0.09696868,28,4.141905,12.440388,28,9.281049805028099,7.975939276503561,28,0.9101072698831558,1.8426316029114416,28,38.993336,6.93849,28,14.568651029041835,3.1215199975295023,28,0.37845758135829655,0.08539163868628115,28,34.85143,6.6969867,28,14.342524749892098,2.9079080620893545,28,0.4203368,0.08783077,28,-0.0558460159185397,0.07250277066392666,28,0.44355293702964316,0.1671571882552768,28,3.674318106793527,8.161136108820406,28,0.33263372830247284,0.09553002222865095,28,0.21599759636107993,0.05142480404143201,28,0.6830205146343469,0.17523172127201736,28,12.98176352911084,10.783692432589294,28,11.673369077186596,5.878771619118885,28,1.1418973670664339,0.7488222411278779,28,40.64140873015873,8.1051137412232,28,20.256617865745092,3.3316126632459566,28,0.5224866442984559,0.14780525182997156,28,0.29737107534213164,0.11851823512976356,28,0.21849156984670587,0.07698321285306291,28,0.7589080824180217,0.15533009302709372,28,-0.010768878597171013,0.14436527811388516,28,1.3409813288622447,1.5853573308589468,28,5.928571428571429,0.26226526415648105,28,346.23809523809524,9.908670245383393,28,5.0,0.0,28,4.381452389061451,5.584974110512494,28,5.521500705076115,10.42892893799968,28,1.0385127748761858,0.4634948895084469,28,0.1553159700706686,0.25511306492125174,0.9505129534989545,1.4397198896519379,0.996264186846722,-0.325302733300708,0.15417787713633777,1.0884631890624266,1.0162626966516073,0.7173940224758123,1.2549389421717003,1.809353954425017,1.5679937206677927,0.8512540034220023,0.698154379659229,1.259811809156826,0.8390613684058124,-0.9579077102466744,-0.16325086569623368,1.224304163543319,-0.15639213559707596,-0.0909684632307411,0.1094636560138998,0.03465571474182294,-0.1464556453394978,-0.017733984880084756,0.0,0.0,0.0,0.0,0.0,3.0
Glasdegib,62.63766666666666,2.034814351346197,25,26.852055185503062,0.7964000187388192,25,0.4295466036262989,0.028596388008767813,25,43.64333333333333,3.909532509705531,25,25.54130460919977,3.1751226598615507,25,0.5849517576984263,0.06215881889827832,25,1.3755577,14.574996,25,3.114689354300499,1.3148063272987676,25,0.36223500162363054,1.2274196841507354,25,10.731316,2.054967,25,4.215208206176758,1.1333652892641761,25,0.3901964,0.0765694,25,-7.6193333,15.420086,25,2.5308343172073364,1.2005021994245257,25,0.0006375610828399658,0.003187805414199829,25,43.42913,8.743797,25,8.104937257766723,3.9740326836910747,25,0.20101691991090775,0.12443371705614391,25,51.048466,9.252166,25,7.932151198387146,4.144941377654767,25,0.17028561,0.112238154,25,-0.8458827078147803,0.23001437788079793,25,1.4526033460962957,0.45761175135240717,25,0.0,0.0,25,0.17434153665254162,0.0657090042968354,25,0.18099288965640148,0.04207246894641985,25,1.0885618033514066,0.2458481818179713,25,-4.208678364758228,15.820044065416814,25,7.23312925255766,2.609347103324125,25,0.0008647251621778446,0.004323625810889223,25,42.176433333333335,8.347477120530357,25,23.755028668096088,2.6366058739405864,25,0.5853570147905984,0.1305270461870547,25,0.3738051484666744,0.10840056267081352,25,0.24097160965997022,0.06510301526022609,25,0.6684372787131888,0.1727444378121292,25,1.4589364875914692,0.517970183060414,25,0.3192371696553084,0.6590228594730535,25,4.88,0.4396968652757639,25,306.48400000000004,33.68035629265224,25,5.0,0.0,25,10.741840637410464,9.206401829133478,23,3.6188807646217556,7.2595429611606646,23,0.2823814639578695,0.3829497073997899,23,-0.4674108756232093,-0.4875153053376982,-0.5697026346186808,0.3534360885533759,1.5235082272578084,1.3070360103622674,-0.44559363892703635,1.6818424209436937,2.4821279238878,1.3531339333924726,0.040520012646761416,1.2938942130160311,1.847742127307096,1.8066724098136462,-0.3001326274487876,0.4656741657638033,2.636354538477141,1.7834479475087113,-0.35374102629185966,0.8560651201132224,1.3802503153124475,0.6465014326696691,-0.8097122711890744,-0.4926300372796201,1.323465792378377,-0.2843660217618125,0.0,0.0,0.0,0.0,0.0,1.5
Imiquimod,61.437916666666666,0.9020827156122946,32,27.81894570534468,0.025655199810802515,32,0.45289250886237026,0.006671871528840431,32,59.54375,4.958497557594824,32,26.609893797618856,1.8426089876290517,32,0.44906523136389087,0.04236269554271228,32,-3.3755128,2.3494432,32,1.5504115652292967,1.2644887018695572,32,0.5494333580136299,2.1274722660318743,32,5.5697045,1.1542664,32,2.3333255909383297,0.8551836486955886,32,0.42941517,0.1504073,32,-8.961875,1.9041762,32,1.477715464308858,0.7533525290706509,32,0.0,0.0,32,22.690416,6.269816,32,13.831468880176544,3.1910197381513847,32,0.6547947104554623,0.2196479822285351,32,31.652292,6.501759,32,14.563282445073128,3.043308349496367,32,0.47813767,0.12189215,32,-0.01762601303939985,0.07958529493689807,32,0.27085708131519826,0.06918226691130265,32,5.642004884407914,11.621110270361136,32,0.2700075395251859,0.11579250859962462,32,0.2009457183199521,0.07550113475547228,32,0.817723832591,0.32771535728812307,32,-2.0941380743960503,3.8439464299161394,32,5.334751126860423,3.1740837514849116,32,26.991201062003146,138.468965804837,32,36.62923611111111,9.613316080951565,32,18.626562147464853,5.131842178675741,32,0.5243011599071887,0.16055212162749677,32,0.397570010482566,0.1414483838549921,32,0.17967757114870758,0.0649607511185742,32,0.49970268860142236,0.22631752995953522,32,0.23909317205742775,0.1821672640409329,32,-1.5956460316105183,3.963848558381158,32,4.875,0.4918693768379648,32,299.93958333333336,33.03791830153534,32,4.0,0.0,32,5.914293885231018,3.2468741013029674,8,1.2415352873504162,2.2177383299360858,8,0.2923200889490545,0.45001201359461374,8,-0.3973553484128856,-0.4874517529899517,-0.20892499253991634,0.01746735543338816,0.9835179693017404,1.2248464301477135,0.5563178291532964,0.012709717559728495,0.7570374370071037,1.003495870732434,1.8356335130192432,0.3504661415555721,-0.3352649208225053,1.0357766823101564,1.7619801660621426,0.7456360056062934,-0.47397490652272595,0.364148040985243,1.2362618273374302,1.4694167832604326,0.9219012285256344,0.7777550588306664,-0.6836418478275658,-0.477362683393573,0.5709916299311824,-0.2879310177191253,0.0,0.0,0.0,0.0,0.0,0.0
